R,P,S,T,Promise,Cooperator,Defector,Alternator,TitForTat,TwoTitsForTat,Grudger
33,21,12,34,True,0.19021,0.0,0.0,0.25215,0.27882,0.27882
33,21,13,34,True,0.1958,0.0,0.0,0.2517,0.27625,0.27625
33,21,14,34,True,0.20154,0.0,0.0,0.25131,0.27357,0.27357
33,21,15,34,True,0.20744,0.0,0.0,0.25098,0.27079,0.27079
33,21,16,34,True,0.2135,0.0,0.0,0.25072,0.26789,0.26789
33,21,17,34,True,0.21973,0.0,0.0,0.25055,0.26486,0.26486
33,21,18,34,True,0.22616,0.0,0.0,0.25048,0.26168,0.26168
33,21,19,34,True,0.23279,0.0,0.0,0.25053,0.25834,0.25834
33,21,20,34,True,0.23967,0.0,0.0,0.25072,0.25481,0.25481
33,22,0,34,True,0.12051,0.0,0.0,0.26143,0.30903,0.30903
33,22,1,34,True,0.1248,0.0,0.0,0.26072,0.30724,0.30724
33,22,2,34,True,0.12919,0.0,0.0,0.26,0.30541,0.30541
33,22,3,34,True,0.1337,0.0,0.0,0.25927,0.30351,0.30351
33,22,4,34,True,0.13832,0.0,0.0,0.25855,0.30156,0.30156
33,22,5,34,True,0.14306,0.0,0.0,0.25783,0.29956,0.29956
33,22,6,34,True,0.14792,0.0,0.0,0.25711,0.29748,0.29748
33,22,7,34,True,0.1529,0.0,0.0,0.2564,0.29535,0.29535
33,22,8,34,True,0.15801,0.0,0.0,0.2557,0.29314,0.29314
33,22,9,34,True,0.16325,0.0,0.0,0.25502,0.29086,0.29086
33,22,10,34,True,0.16862,0.0,0.0,0.25436,0.28851,0.28851
33,22,11,34,True,0.17413,0.0,0.0,0.25373,0.28607,0.28607
33,22,12,34,True,0.17978,0.0,0.0,0.25313,0.28354,0.28354
33,22,13,34,True,0.18559,0.0,0.0,0.25256,0.28092,0.28092
33,22,14,34,True,0.19155,0.0,0.0,0.25205,0.2782,0.2782
33,22,15,34,True,0.19768,0.0,0.0,0.25159,0.27537,0.27537
33,22,16,34,True,0.20399,0.0,0.0,0.25119,0.27241,0.27241
33,22,17,34,True,0.21048,0.0,0.0,0.25088,0.26932,0.26932
33,22,18,34,True,0.21718,0.0,0.0,0.25066,0.26608,0.26608
33,22,19,34,True,0.22411,0.0,0.0,0.25056,0.26266,0.26266
33,22,20,34,True,0.23129,0.0,0.0,0.25059,0.25906,0.25906
33,22,21,34,True,0.23874,0.0,0.0,0.25078,0.25524,0.25524
33,23,0,34,True,0.10761,0.0,0.0,0.26358,0.3144,0.3144
33,23,1,34,True,0.11189,0.0,0.0,0.26284,0.31264,0.31264
33,23,2,34,True,0.1163,0.0,0.0,0.26208,0.31081,0.31081
33,23,3,34,True,0.12084,0.0,0.0,0.26131,0.30893,0.30893
33,23,4,34,True,0.12551,0.0,0.0,0.26053,0.30698,0.30698
33,23,5,34,True,0.13031,0.0,0.0,0.25975,0.30497,0.30497
33,23,6,34,True,0.13525,0.0,0.0,0.25897,0.30289,0.30289
33,23,7,34,True,0.14033,0.0,0.0,0.25819,0.30074,0.30074
33,23,8,34,True,0.14556,0.0,0.0,0.25741,0.29852,0.29852
33,23,9,34,True,0.15093,0.0,0.0,0.25664,0.29622,0.29622
33,23,10,34,True,0.15645,0.0,0.0,0.25588,0.29383,0.29383
33,23,11,34,True,0.16214,0.0,0.0,0.25514,0.29136,0.29136
33,23,12,34,True,0.16798,0.0,0.0,0.25442,0.2888,0.2888
33,23,13,34,True,0.174,0.0,0.0,0.25373,0.28614,0.28614
33,23,14,34,True,0.18019,0.0,0.0,0.25309,0.28336,0.28336
33,23,15,34,True,0.18656,0.0,0.0,0.25248,0.28048,0.28048
33,23,16,34,True,0.19313,0.0,0.0,0.25194,0.27746,0.27746
33,23,17,34,True,0.19992,0.0,0.0,0.25147,0.27431,0.27431
33,23,18,34,True,0.20692,0.0,0.0,0.25109,0.271,0.271
33,23,19,34,True,0.21417,0.0,0.0,0.25081,0.26751,0.26751
33,23,20,34,True,0.22168,0.0,0.0,0.25066,0.26383,0.26383
33,23,21,34,True,0.22949,0.0,0.0,0.25067,0.25992,0.25992
33,23,22,34,True,0.23763,0.0,0.0,0.25086,0.25576,0.25576
33,24,0,34,True,0.09353,0.0,0.0,0.26603,0.32022,0.32022
33,24,1,34,True,0.09775,0.0,0.0,0.26526,0.3185,0.3185
33,24,2,34,True,0.10211,0.0,0.0,0.26448,0.31671,0.31671
33,24,3,34,True,0.10662,0.0,0.0,0.26368,0.31485,0.31485
33,24,4,34,True,0.11128,0.0,0.0,0.26287,0.31293,0.31293
33,24,5,34,True,0.1161,0.0,0.0,0.26204,0.31093,0.31093
33,24,6,34,True,0.12107,0.0,0.0,0.2612,0.30886,0.30886
33,24,7,34,True,0.12621,0.0,0.0,0.26035,0.30672,0.30672
33,24,8,34,True,0.13152,0.0,0.0,0.2595,0.30449,0.30449
33,24,9,34,True,0.137,0.0,0.0,0.25864,0.30218,0.30218
33,24,10,34,True,0.14265,0.0,0.0,0.25779,0.29978,0.29978
33,24,11,34,True,0.14849,0.0,0.0,0.25694,0.29728,0.29728
33,24,12,34,True,0.15451,0.0,0.0,0.25611,0.29469,0.29469
33,24,13,34,True,0.16073,0.0,0.0,0.2553,0.29199,0.29199
33,24,14,34,True,0.16715,0.0,0.0,0.25451,0.28917,0.28917
33,24,15,34,True,0.17378,0.0,0.0,0.25376,0.28623,0.28623
33,24,16,34,True,0.18063,0.0,0.0,0.25305,0.28316,0.28316
33,24,17,34,True,0.18771,0.0,0.0,0.25241,0.27994,0.27994
33,24,18,34,True,0.19505,0.0,0.0,0.25184,0.27656,0.27656
33,24,19,34,True,0.20265,0.0,0.0,0.25137,0.27299,0.27299
33,24,20,34,True,0.21054,0.0,0.0,0.25101,0.26923,0.26923
33,24,21,34,True,0.21874,0.0,0.0,0.2508,0.26523,0.26523
33,24,22,34,True,0.22731,0.0,0.0,0.25077,0.26096,0.26096
33,24,23,34,True,0.23627,0.0,0.0,0.25096,0.25638,0.25638
33,25,0,34,True,0.07827,0.0,0.0,0.26876,0.32648,0.32648
33,25,1,34,True,0.08233,0.0,0.0,0.268,0.32483,0.32483
33,25,2,34,True,0.08655,0.0,0.0,0.26722,0.32311,0.32311
33,25,3,34,True,0.09095,0.0,0.0,0.26642,0.32132,0.32132
33,25,4,34,True,0.09552,0.0,0.0,0.26558,0.31945,0.31945
33,25,5,34,True,0.10027,0.0,0.0,0.26473,0.3175,0.3175
33,25,6,34,True,0.10521,0.0,0.0,0.26385,0.31547,0.31547
33,25,7,34,True,0.11034,0.0,0.0,0.26296,0.31335,0.31335
33,25,8,34,True,0.11567,0.0,0.0,0.26204,0.31114,0.31114
33,25,9,34,True,0.12119,0.0,0.0,0.26112,0.30884,0.30884
33,25,10,34,True,0.12693,0.0,0.0,0.26018,0.30645,0.30645
33,25,11,34,True,0.13287,0.0,0.0,0.25924,0.30395,0.30395
33,25,12,34,True,0.13904,0.0,0.0,0.25829,0.30134,0.30134
33,25,13,34,True,0.14543,0.0,0.0,0.25735,0.29861,0.29861
33,25,14,34,True,0.15206,0.0,0.0,0.25642,0.29576,0.29576
33,25,15,34,True,0.15893,0.0,0.0,0.25551,0.29278,0.29278
33,25,16,34,True,0.16606,0.0,0.0,0.25464,0.28965,0.28965
33,25,17,34,True,0.17346,0.0,0.0,0.2538,0.28637,0.28637
33,25,18,34,True,0.18114,0.0,0.0,0.25303,0.28292,0.28292
33,25,19,34,True,0.18912,0.0,0.0,0.25233,0.27927,0.27927
33,25,20,34,True,0.19742,0.0,0.0,0.25174,0.27542,0.27542
33,25,21,34,True,0.20608,0.0,0.0,0.25128,0.27132,0.27132
33,25,22,34,True,0.21512,0.0,0.0,0.25098,0.26695,0.26695
33,25,23,34,True,0.22461,0.0,0.0,0.2509,0.26225,0.26225
33,25,24,34,True,0.23458,0.0,0.0,0.25108,0.25717,0.25717
33,26,0,34,True,0.06199,0.0,0.0,0.27173,0.33314,0.33314
33,26,1,34,True,0.06576,0.0,0.0,0.27102,0.33161,0.33161
33,26,2,34,True,0.06972,0.0,0.0,0.27028,0.33,0.33
33,26,3,34,True,0.07387,0.0,0.0,0.2695,0.32832,0.32832
33,26,4,34,True,0.07822,0.0,0.0,0.26868,0.32655,0.32655
33,26,5,34,True,0.08278,0.0,0.0,0.26784,0.32469,0.32469
33,26,6,34,True,0.08756,0.0,0.0,0.26695,0.32274,0.32274
33,26,7,34,True,0.09256,0.0,0.0,0.26604,0.3207,0.3207
33,26,8,34,True,0.09779,0.0,0.0,0.2651,0.31856,0.31856
33,26,9,34,True,0.10326,0.0,0.0,0.26412,0.31631,0.31631
33,26,10,34,True,0.10897,0.0,0.0,0.26313,0.31395,0.31395
33,26,11,34,True,0.11494,0.0,0.0,0.2621,0.31148,0.31148
33,26,12,34,True,0.12116,0.0,0.0,0.26106,0.30889,0.30889
33,26,13,34,True,0.12766,0.0,0.0,0.26001,0.30616,0.30616
33,26,14,34,True,0.13444,0.0,0.0,0.25895,0.3033,0.3033
33,26,15,34,True,0.14152,0.0,0.0,0.25789,0.3003,0.3003
33,26,16,34,True,0.14889,0.0,0.0,0.25684,0.29713,0.29713
33,26,17,34,True,0.15658,0.0,0.0,0.25581,0.2938,0.2938
33,26,18,34,True,0.16461,0.0,0.0,0.25482,0.29029,0.29029
33,26,19,34,True,0.17299,0.0,0.0,0.25388,0.28657,0.28657
33,26,20,34,True,0.18174,0.0,0.0,0.25302,0.28262,0.28262
33,26,21,34,True,0.19089,0.0,0.0,0.25227,0.27842,0.27842
33,26,22,34,True,0.20048,0.0,0.0,0.25166,0.27393,0.27393
33,26,23,34,True,0.21055,0.0,0.0,0.25124,0.2691,0.2691
33,26,24,34,True,0.22117,0.0,0.0,0.25107,0.26388,0.26388
33,26,25,34,True,0.23242,0.0,0.0,0.25124,0.25817,0.25817
33,27,0,34,True,0.04513,0.0,0.0,0.27482,0.34003,0.34003
33,27,1,34,True,0.04842,0.0,0.0,0.27421,0.33869,0.33869
33,27,2,34,True,0.05193,0.0,0.0,0.27355,0.33726,0.33726
33,27,3,34,True,0.05564,0.0,0.0,0.27285,0.33576,0.33576
33,27,4,34,True,0.05958,0.0,0.0,0.2721,0.33416,0.33416
33,27,5,34,True,0.06376,0.0,0.0,0.27131,0.33246,0.33246
33,27,6,34,True,0.06818,0.0,0.0,0.27048,0.33067,0.33067
33,27,7,34,True,0.07286,0.0,0.0,0.2696,0.32877,0.32877
33,27,8,34,True,0.07781,0.0,0.0,0.26867,0.32676,0.32676
33,27,9,34,True,0.08304,0.0,0.0,0.2677,0.32463,0.32463
33,27,10,34,True,0.08855,0.0,0.0,0.26669,0.32238,0.32238
33,27,11,34,True,0.09437,0.0,0.0,0.26564,0.32,0.32
33,27,12,34,True,0.10051,0.0,0.0,0.26454,0.31748,0.31748
33,27,13,34,True,0.10697,0.0,0.0,0.26341,0.31481,0.31481
33,27,14,34,True,0.11377,0.0,0.0,0.26224,0.31199,0.31199
33,27,15,34,True,0.12093,0.0,0.0,0.26105,0.30901,0.30901
33,27,16,34,True,0.12845,0.0,0.0,0.25985,0.30585,0.30585
33,27,17,34,True,0.13637,0.0,0.0,0.25863,0.3025,0.3025
33,27,18,34,True,0.14469,0.0,0.0,0.25742,0.29895,0.29895
33,27,19,34,True,0.15343,0.0,0.0,0.25623,0.29517,0.29517
33,27,20,34,True,0.16262,0.0,0.0,0.25508,0.29115,0.29115
33,27,21,34,True,0.17229,0.0,0.0,0.254,0.28685,0.28685
33,27,22,34,True,0.18248,0.0,0.0,0.25303,0.28224,0.28224
33,27,23,34,True,0.19322,0.0,0.0,0.25222,0.27728,0.27728
33,27,24,34,True,0.20459,0.0,0.0,0.25162,0.2719,0.2719
33,27,25,34,True,0.21666,0.0,0.0,0.25132,0.26601,0.26601
33,27,26,34,True,0.22956,0.0,0.0,0.25146,0.25949,0.25949
33,28,0,34,True,0.02863,0.0,0.0,0.27776,0.34681,0.34681
33,28,1,34,True,0.03123,0.0,0.0,0.2773,0.34574,0.34574
33,28,2,34,True,0.03403,0.0,0.0,0.27679,0.34459,0.34459
33,28,3,34,True,0.03706,0.0,0.0,0.27624,0.34335,0.34335
33,28,4,34,True,0.04032,0.0,0.0,0.27564,0.34202,0.34202
33,28,5,34,True,0.04384,0.0,0.0,0.27498,0.34059,0.34059
33,28,6,34,True,0.04762,0.0,0.0,0.27427,0.33905,0.33905
33,28,7,34,True,0.05169,0.0,0.0,0.27351,0.3374,0.3374
33,28,8,34,True,0.05605,0.0,0.0,0.27268,0.33563,0.33563
33,28,9,34,True,0.06073,0.0,0.0,0.2718,0.33374,0.33374
33,28,10,34,True,0.06575,0.0,0.0,0.27085,0.3317,0.3317
33,28,11,34,True,0.07112,0.0,0.0,0.26984,0.32952,0.32952
33,28,12,34,True,0.07687,0.0,0.0,0.26876,0.32718,0.32718
33,28,13,34,True,0.08301,0.0,0.0,0.26763,0.32468,0.32468
33,28,14,34,True,0.08956,0.0,0.0,0.26643,0.322,0.322
33,28,15,34,True,0.09655,0.0,0.0,0.26517,0.31914,0.31914
33,28,16,34,True,0.104,0.0,0.0,0.26386,0.31607,0.31607
33,28,17,34,True,0.11193,0.0,0.0,0.2625,0.31278,0.31278
33,28,18,34,True,0.12037,0.0,0.0,0.26111,0.30926,0.30926
33,28,19,34,True,0.12934,0.0,0.0,0.25968,0.30549,0.30549
33,28,20,34,True,0.13888,0.0,0.0,0.25825,0.30143,0.30143
33,28,21,34,True,0.14901,0.0,0.0,0.25684,0.29707,0.29707
33,28,22,34,True,0.15979,0.0,0.0,0.25547,0.29237,0.29237
33,28,23,34,True,0.17124,0.0,0.0,0.2542,0.28728,0.28728
33,28,24,34,True,0.18345,0.0,0.0,0.25309,0.28173,0.28173
33,28,25,34,True,0.19649,0.0,0.0,0.25221,0.27565,0.27565
33,28,26,34,True,0.21047,0.0,0.0,0.25171,0.26891,0.26891
33,28,27,34,True,0.22558,0.0,0.0,0.25176,0.26133,0.26133
33,29,0,34,True,0.0142,0.0,0.0,0.28006,0.35287,0.35287
33,29,1,34,True,0.01588,0.0,0.0,0.27982,0.35215,0.35215
33,29,2,34,True,0.01774,0.0,0.0,0.27953,0.35136,0.35136
33,29,3,34,True,0.0198,0.0,0.0,0.2792,0.3505,0.3505
33,29,4,34,True,0.02208,0.0,0.0,0.27882,0.34955,0.34955
33,29,5,34,True,0.02459,0.0,0.0,0.2784,0.34851,0.34851
33,29,6,34,True,0.02736,0.0,0.0,0.27791,0.34736,0.34736
33,29,7,34,True,0.03041,0.0,0.0,0.27737,0.34611,0.34611
33,29,8,34,True,0.03377,0.0,0.0,0.27676,0.34474,0.34474
33,29,9,34,True,0.03745,0.0,0.0,0.27608,0.34323,0.34323
33,29,10,34,True,0.0415,0.0,0.0,0.27533,0.34159,0.34159
33,29,11,34,True,0.04593,0.0,0.0,0.2745,0.33979,0.33979
33,29,12,34,True,0.05078,0.0,0.0,0.27358,0.33782,0.33782
33,29,13,34,True,0.05608,0.0,0.0,0.27258,0.33567,0.33567
33,29,14,34,True,0.06187,0.0,0.0,0.27149,0.33332,0.33332
33,29,15,34,True,0.06818,0.0,0.0,0.2703,0.33076,0.33076
33,29,16,34,True,0.07505,0.0,0.0,0.26902,0.32797,0.32797
33,29,17,34,True,0.08252,0.0,0.0,0.26764,0.32492,0.32492
33,29,18,34,True,0.09063,0.0,0.0,0.26616,0.3216,0.3216
33,29,19,34,True,0.09943,0.0,0.0,0.2646,0.31798,0.31798
33,29,20,34,True,0.10896,0.0,0.0,0.26296,0.31404,0.31404
33,29,21,34,True,0.11927,0.0,0.0,0.26126,0.30973,0.30973
33,29,22,34,True,0.13042,0.0,0.0,0.25952,0.30503,0.30503
33,29,23,34,True,0.14247,0.0,0.0,0.25778,0.29987,0.29987
33,29,24,34,True,0.15549,0.0,0.0,0.25609,0.29421,0.29421
33,29,25,34,True,0.16958,0.0,0.0,0.25453,0.28795,0.28795
33,29,26,34,True,0.18484,0.0,0.0,0.25322,0.28097,0.28097
33,29,27,34,True,0.20145,0.0,0.0,0.25235,0.2731,0.2731
33,29,28,34,True,0.21967,0.0,0.0,0.25222,0.26405,0.26405
33,30,0,34,True,0.00425,0.0,0.0,0.28108,0.35733,0.35733
33,30,1,34,True,0.00496,0.0,0.0,0.28106,0.35699,0.35699
33,30,2,34,True,0.00579,0.0,0.0,0.28101,0.3566,0.3566
33,30,3,34,True,0.00673,0.0,0.0,0.28094,0.35616,0.35616
33,30,4,34,True,0.00783,0.0,0.0,0.28084,0.35567,0.35567
33,30,5,34,True,0.00908,0.0,0.0,0.28071,0.3551,0.3551
33,30,6,34,True,0.01053,0.0,0.0,0.28053,0.35447,0.35447
33,30,7,34,True,0.01219,0.0,0.0,0.28031,0.35375,0.35375
33,30,8,34,True,0.01409,0.0,0.0,0.28004,0.35294,0.35294
33,30,9,34,True,0.01626,0.0,0.0,0.2797,0.35202,0.35202
33,30,10,34,True,0.01874,0.0,0.0,0.27931,0.35098,0.35098
33,30,11,34,True,0.02157,0.0,0.0,0.27883,0.3498,0.3498
33,30,12,34,True,0.02479,0.0,0.0,0.27828,0.34847,0.34847
33,30,13,34,True,0.02845,0.0,0.0,0.27762,0.34696,0.34696
33,30,14,34,True,0.03261,0.0,0.0,0.27687,0.34526,0.34526
33,30,15,34,True,0.03731,0.0,0.0,0.276,0.34334,0.34334
33,30,16,34,True,0.04264,0.0,0.0,0.27501,0.34118,0.34118
33,30,17,34,True,0.04865,0.0,0.0,0.27387,0.33874,0.33874
33,30,18,34,True,0.05542,0.0,0.0,0.2726,0.33599,0.33599
33,30,19,34,True,0.06304,0.0,0.0,0.27116,0.3329,0.3329
33,30,20,34,True,0.07159,0.0,0.0,0.26957,0.32942,0.32942
33,30,21,34,True,0.08116,0.0,0.0,0.26781,0.32552,0.32552
33,30,22,34,True,0.09187,0.0,0.0,0.26588,0.32112,0.32112
33,30,23,34,True,0.10381,0.0,0.0,0.26381,0.31619,0.31619
33,30,24,34,True,0.11712,0.0,0.0,0.26162,0.31063,0.31063
33,30,25,34,True,0.13191,0.0,0.0,0.25937,0.30436,0.30436
33,30,26,34,True,0.14836,0.0,0.0,0.25714,0.29725,0.29725
33,30,27,34,True,0.16666,0.0,0.0,0.25511,0.28912,0.28912
33,30,28,34,True,0.18707,0.0,0.0,0.25355,0.27969,0.27969
33,30,29,34,True,0.21001,0.0,0.0,0.25302,0.26849,0.26849
33,31,0,34,True,0.00034,0.0,0.0,0.2804,0.35963,0.35963
33,31,1,34,True,0.00044,0.0,0.0,0.2805,0.35953,0.35953
33,31,2,34,True,0.00056,0.0,0.0,0.2806,0.35942,0.35942
33,31,3,34,True,0.00071,0.0,0.0,0.2807,0.3593,0.3593
33,31,4,34,True,0.0009,0.0,0.0,0.28079,0.35916,0.35916
33,31,5,34,True,0.00113,0.0,0.0,0.28088,0.359,0.359
33,31,6,34,True,0.00143,0.0,0.0,0.28095,0.35881,0.35881
33,31,7,34,True,0.0018,0.0,0.0,0.28102,0.35859,0.35859
33,31,8,34,True,0.00227,0.0,0.0,0.28107,0.35833,0.35833
33,31,9,34,True,0.00284,0.0,0.0,0.2811,0.35803,0.35803
33,31,10,34,True,0.00355,0.0,0.0,0.2811,0.35767,0.35767
33,31,11,34,True,0.00444,0.0,0.0,0.28108,0.35724,0.35724
33,31,12,34,True,0.00552,0.0,0.0,0.28101,0.35673,0.35673
33,31,13,34,True,0.00686,0.0,0.0,0.28089,0.35612,0.35612
33,31,14,34,True,0.00851,0.0,0.0,0.28071,0.35539,0.35539
33,31,15,34,True,0.01053,0.0,0.0,0.28045,0.35451,0.35451
33,31,16,34,True,0.013,0.0,0.0,0.28009,0.35345,0.35345
33,31,17,34,True,0.01601,0.0,0.0,0.27963,0.35218,0.35218
33,31,18,34,True,0.01967,0.0,0.0,0.27902,0.35065,0.35065
33,31,19,34,True,0.02412,0.0,0.0,0.27825,0.34882,0.34882
33,31,20,34,True,0.0295,0.0,0.0,0.27729,0.34661,0.34661
33,31,21,34,True,0.03599,0.0,0.0,0.27609,0.34396,0.34396
33,31,22,34,True,0.0438,0.0,0.0,0.27463,0.34078,0.34078
33,31,23,34,True,0.05318,0.0,0.0,0.27288,0.33697,0.33697
33,31,24,34,True,0.06438,0.0,0.0,0.27079,0.33241,0.33241
33,31,25,34,True,0.07774,0.0,0.0,0.26834,0.32696,0.32696
33,31,26,34,True,0.09359,0.0,0.0,0.26555,0.32043,0.32043
33,31,27,34,True,0.11235,0.0,0.0,0.26247,0.31259,0.31259
33,31,28,34,True,0.13448,0.0,0.0,0.25926,0.30313,0.30313
33,31,29,34,True,0.16056,0.0,0.0,0.25633,0.29156,0.29156
33,31,30,34,True,0.19137,0.0,0.0,0.25469,0.27697,0.27697
33,32,0,34,True,0.0,0.0,0.0,0.27875,0.36062,0.36062
33,32,1,34,True,0.0,0.0,0.0,0.27883,0.36058,0.36058
33,32,2,34,True,0.0,0.0,0.0,0.27891,0.36054,0.36054
33,32,3,34,True,0.0,0.0,0.0,0.279,0.3605,0.3605
33,32,4,34,True,0.0,0.0,0.0,0.27908,0.36046,0.36046
33,32,5,34,True,0.0,0.0,0.0,0.27917,0.36041,0.36041
33,32,6,34,True,0.0,0.0,0.0,0.27926,0.36037,0.36037
33,32,7,34,True,0.0,0.0,0.0,0.27936,0.36032,0.36032
33,32,8,34,True,1e-05,0.0,0.0,0.27946,0.36027,0.36027
33,32,9,34,True,1e-05,0.0,0.0,0.27956,0.36022,0.36022
33,32,10,34,True,2e-05,0.0,0.0,0.27967,0.36016,0.36016
33,32,11,34,True,3e-05,0.0,0.0,0.27978,0.3601,0.3601
33,32,12,34,True,4e-05,0.0,0.0,0.27989,0.36003,0.36003
33,32,13,34,True,7e-05,0.0,0.0,0.28002,0.35996,0.35996
33,32,14,34,True,0.00011,0.0,0.0,0.28014,0.35987,0.35987
33,32,15,34,True,0.00017,0.0,0.0,0.28028,0.35978,0.35978
33,32,16,34,True,0.00028,0.0,0.0,0.28041,0.35966,0.35966
33,32,17,34,True,0.00044,0.0,0.0,0.28055,0.35951,0.35951
33,32,18,34,True,0.00068,0.0,0.0,0.28068,0.35932,0.35932
33,32,19,34,True,0.00107,0.0,0.0,0.28079,0.35907,0.35907
33,32,20,34,True,0.00166,0.0,0.0,0.28088,0.35873,0.35873
33,32,21,34,True,0.00256,0.0,0.0,0.28092,0.35826,0.35826
33,32,22,34,True,0.00393,0.0,0.0,0.28088,0.3576,0.3576
33,32,23,34,True,0.00599,0.0,0.0,0.2807,0.35666,0.35666
33,32,24,34,True,0.00907,0.0,0.0,0.28032,0.3553,0.3553
33,32,25,34,True,0.01368,0.0,0.0,0.27964,0.35334,0.35334
33,32,26,34,True,0.0205,0.0,0.0,0.2785,0.3505,0.3505
33,32,27,34,True,0.03054,0.0,0.0,0.27671,0.34637,0.34637
33,32,28,34,True,0.04525,0.0,0.0,0.27402,0.34037,0.34037
33,32,29,34,True,0.06662,0.0,0.0,0.27018,0.3316,0.3316
33,32,30,34,True,0.09743,0.0,0.0,0.26514,0.31872,0.31872
33,32,31,34,True,0.14126,0.0,0.0,0.26014,0.2993,0.2993
3,1,0,35,True,0.0,0.0,0.0,0.10482,0.44759,0.44759
3,2,0,35,True,0.0,0.0,0.0,0.07614,0.46193,0.46193
3,2,1,35,True,0.0,0.0,0.0,0.049,0.4755,0.4755
4,1,0,35,True,0.0,0.0,0.0,0.16335,0.41832,0.41832
4,2,0,35,True,0.0,0.0,0.0,0.13469,0.43265,0.43265
4,2,1,35,True,0.0,0.0,0.0,0.10914,0.44543,0.44543
4,3,0,35,True,0.0,0.0,0.0,0.10648,0.44676,0.44676
4,3,1,35,True,0.0,0.0,0.0,0.07961,0.4602,0.4602
4,3,2,35,True,0.0,0.0,0.0,0.05175,0.47412,0.47412
5,1,0,35,True,0.0,0.0,0.0,0.22202,0.38899,0.38899
5,2,0,35,True,0.0,0.0,0.0,0.19352,0.40324,0.40324
5,2,1,35,True,0.0,0.0,0.0,0.16941,0.41529,0.41529
5,3,0,35,True,0.0,0.0,0.0,0.1648,0.4176,0.4176
5,3,1,35,True,0.0,0.0,0.0,0.1399,0.43005,0.43005
5,3,2,35,True,0.0,0.0,0.0,0.11372,0.44314,0.44314
5,4,0,35,True,0.0,0.0,0.0,0.13862,0.43069,0.43069
5,4,1,35,True,0.0,0.0,0.0,0.11087,0.44457,0.44457
5,4,2,35,True,0.0,0.0,0.0,0.08329,0.45836,0.45836
5,4,3,35,True,0.0,0.0,0.0,0.05467,0.47266,0.47266
6,1,0,35,True,7e-05,0.0,0.0,0.28012,0.3599,0.3599
6,2,0,35,True,0.00015,0.0,0.0,0.2511,0.37437,0.37437
6,2,1,35,True,0.0,0.0,0.0,0.22983,0.38508,0.38508
6,3,0,35,True,7e-05,0.0,0.0,0.2237,0.38811,0.38811
6,3,1,35,True,0.0,0.0,0.0,0.2005,0.39975,0.39975
6,3,2,35,True,0.0,0.0,0.0,0.17584,0.41208,0.41208
6,4,0,35,True,1e-05,0.0,0.0,0.19816,0.40092,0.40092
6,4,1,35,True,0.0,0.0,0.0,0.17103,0.41449,0.41449
6,4,2,35,True,0.0,0.0,0.0,0.14544,0.42728,0.42728
6,4,3,35,True,0.0,0.0,0.0,0.11859,0.44071,0.44071
6,5,0,35,True,0.0,0.0,0.0,0.17318,0.41341,0.41341
6,5,1,35,True,0.0,0.0,0.0,0.14407,0.42797,0.42797
6,5,2,35,True,0.0,0.0,0.0,0.11553,0.44223,0.44223
6,5,3,35,True,0.0,0.0,0.0,0.0872,0.4564,0.4564
6,5,4,35,True,0.0,0.0,0.0,0.05778,0.47111,0.47111
7,1,0,35,True,0.00627,0.0,0.0,0.30615,0.34379,0.34379
7,2,0,35,True,0.00437,0.0,0.0,0.28447,0.35558,0.35558
7,2,1,35,True,0.00031,0.0,0.0,0.28772,0.35598,0.35598
7,3,0,35,True,0.00236,0.0,0.0,0.26499,0.36632,0.36632
7,3,1,35,True,0.00039,0.0,0.0,0.25794,0.37083,0.37083
7,3,2,35,True,0.0,0.0,0.0,0.23812,0.38094,0.38094
7,4,0,35,True,0.00079,0.0,0.0,0.24797,0.37562,0.37562
7,4,1,35,True,0.00018,0.0,0.0,0.23087,0.38448,0.38448
7,4,2,35,True,0.0,0.0,0.0,0.2079,0.39605,0.39605
7,4,3,35,True,0.0,0.0,0.0,0.18267,0.40866,0.40866
7,5,0,35,True,6e-05,0.0,0.0,0.23604,0.38195,0.38195
7,5,1,35,True,2e-05,0.0,0.0,0.20618,0.3969,0.3969
7,5,2,35,True,0.0,0.0,0.0,0.17769,0.41115,0.41115
7,5,3,35,True,0.0,0.0,0.0,0.15132,0.42434,0.42434
7,5,4,35,True,0.0,0.0,0.0,0.12377,0.43811,0.43811
7,6,0,35,True,0.0,0.0,0.0,0.22253,0.38873,0.38873
7,6,1,35,True,0.0,0.0,0.0,0.18113,0.40943,0.40943
7,6,2,35,True,0.0,0.0,0.0,0.14997,0.42502,0.42502
7,6,3,35,True,0.0,0.0,0.0,0.1205,0.43975,0.43975
7,6,4,35,True,0.0,0.0,0.0,0.09136,0.45432,0.45432
7,6,5,35,True,0.0,0.0,0.0,0.0611,0.46945,0.46945
8,1,0,35,True,0.02218,0.0,0.0,0.30847,0.33468,0.33468
8,2,0,35,True,0.01645,0.0,0.0,0.29396,0.3448,0.3448
8,2,1,35,True,0.00913,0.0,0.0,0.30649,0.34219,0.34219
8,3,0,35,True,0.01074,0.0,0.0,0.28067,0.3543,0.3543
8,3,1,35,True,0.0064,0.0,0.0,0.28599,0.35381,0.35381
8,3,2,35,True,0.00099,0.0,0.0,0.29345,0.35278,0.35278
8,4,0,35,True,0.00561,0.0,0.0,0.26885,0.36277,0.36277
8,4,1,35,True,0.00358,0.0,0.0,0.26767,0.36438,0.36438
